序号,产品,日期,月份,出口商(标准化),出口商(原始),园区,出发港,买家,目的国,到货港,HS,重量(吨),Ni%原文,Ni%(修正),品位来源,Ni金属量(吨),金额USD,USD每实物吨,USD每镍吨,品名,质量标记,数据源,source_row,参考计入重量吨,复核标记,关联客户ID
8567,精炼镍,2025-09-13,2025-09,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD,Singapore,Singapore,75021000,378.6256,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),374.84,5498878.03,14523,14670,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8568,378.6256,,RC018
8568,精炼镍,2025-09-13,2025-09,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,GRAFTON LOGISTICS SERVICES SINGAPORE PTE LTD,Singapore,Singapore,75021000,378.7548,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),374.97,5457477.91,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8569,378.7548,,RC068
8569,精炼镍,2025-09-13,2025-09,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD,Singapore,Singapore,75021000,480.5376,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),475.73,6924066.28,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8570,480.5376,,RC018
8582,硫酸镍,2025-09-15,2025-09,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,2000,,22.2,化学计量(NiSO4·6H2O 22.2%),444,5928800,2964,13353,NICKEL SULFATE,同日同额拆单(tradeId不同，非重复),中间品矩阵(75章+720150等),8583,2000,,NC162
8583,硫酸镍,2025-09-15,2025-09,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,2000,,22.2,化学计量(NiSO4·6H2O 22.2%),444,5928800,2964,13353,NICKEL SULFATE,同日同额拆单(tradeId不同，非重复),中间品矩阵(75章+720150等),8584,2000,,NC162
8628,精炼镍,2025-09-19,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,Yokohama,75021000,19.6393,,99,HS750210 Ni≥99% 产品标准(口径#44),19.44,292566.65,14897,15047,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8629,19.6393,,MC045
8629,精炼镍,2025-09-19,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HONG KONG RUI PU CO LIMITED,China,Xiamen,75021000,149.6966,,99,HS750210 Ni≥99% 产品标准(口径#44),148.2,2230030.25,14897,15047,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8630,149.6966,,B038
8630,精炼镍,2025-09-19,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANSMET CO,South Korea,Incheon,75021000,19.6586,,99,HS750210 Ni≥99% 产品标准(口径#44),19.46,292854.16,14897,15047,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8631,19.6586,,RC007
8631,精炼镍,2025-09-19,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,"Nagoya, Aichi",75021000,80,,99,HS750210 Ni≥99% 产品标准(口径#44),79.2,1210080,15126,15279,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8632,80,,MC045
8641,硫酸镍,2025-09-20,2025-09,PT INDONESIA SERVICE PROVIDER,PT INDONESIA SERVICE PROVIDER,"IMIP(出口代理,Bahodopi)",Bahudopi,XIANGYU SINGAPORE PTE LTD,China,Wuhan,28332400,1403,,22.2,化学计量(NiSO4·6H2O 22.2%),311.47,4496264.25,3205,14436,NICKEL SULFATE,,中间品矩阵(75章+720150等),8642,0,跨抬头同票特征候选；参考合计仅保留IQEM行，原记录保留,B060
8642,硫酸镍,2025-09-20,2025-09,PT INDONESIA QINGMEI ENERGY MATERIALS,INDONESIA QINGMEI ENERGY MATERIALS,,Bahudopi,XIANGYU SINGAPORE PTE LTD,China,Wuhan,28332400,1403,,22.2,化学计量(NiSO4·6H2O 22.2%),311.47,4496264.25,3205,14436,NICKEL SULFATE,全历史档并集补票【#65】,中间品矩阵(75章+720150等),8643,1403,跨抬头同票特征候选；参考合计仅保留IQEM行，原记录保留,B060
8651,精炼镍,2025-09-21,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"China Ordins Group Co., Ltd.",China,Huangpu,75021000,299.939,,99,HS750210 Ni≥99% 产品标准(口径#44),296.94,4579918.56,15269,15424,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8652,299.939,,RC039
8652,精炼镍,2025-09-21,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,PGS EAST ASIA PTE LTD,Singapore,Singapore,75021000,402.021,,99,HS750210 Ni≥99% 产品标准(口径#44),398,6138659.66,15270,15424,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8653,402.021,,RC033
8653,精炼镍,2025-09-21,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"Hongkong Kinco International Development Co.,Limited",China,Huangpu,75021000,300.0048,,99,HS750210 Ni≥99% 产品标准(口径#44),297,4580923.29,15269,15424,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8654,300.0048,,RC040
8666,精炼镍,2025-09-23,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"China Ordins Group Co., Ltd.",China,NINGBO,75021000,501.1975,,99,HS750210 Ni≥99% 产品标准(口径#44),496.19,7466339.16,14897,15047,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8667,501.1975,,RC039
8667,精炼镍,2025-09-23,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HONG KONG RUI PU CO LIMITED,China,NINGBO,75021000,201.3381,,99,HS750210 Ni≥99% 产品标准(口径#44),199.32,2999333.68,14897,15047,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8668,201.3381,,B038
8690,硫酸镍,2025-09-25,2025-09,PT INDONESIA SERVICE PROVIDER,PT INDONESIA SERVICE PROVIDER,"IMIP(出口代理,Bahodopi)",Bahudopi,UMICORE SPECIALTY CHEMICALS SUBIC INC,Philippines,Subic Bay,28332400,60,,22.2,化学计量(NiSO4·6H2O 22.2%),13.32,198360,3306,14892,NICKEL SULFATE,,中间品矩阵(75章+720150等),8691,0,跨抬头同票特征候选；参考合计仅保留IQEM行，原记录保留,RC064
8691,硫酸镍,2025-09-25,2025-09,PT INDONESIA QINGMEI ENERGY MATERIALS,INDONESIA QINGMEI ENERGY MATERIALS,,Bahudopi,UMICORE SPECIALTY CHEMICALS SUBIC INC,Philippines,Subic Bay,28332400,60,,22.2,化学计量(NiSO4·6H2O 22.2%),13.32,198360,3306,14892,NICKEL SULFATE,全历史档并集补票【#65】,中间品矩阵(75章+720150等),8692,60,跨抬头同票特征候选；参考合计仅保留IQEM行，原记录保留,RC064
8708,精炼镍,2025-09-26,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,SUZUKI SANGYO KABUSHIKI GAISHA,Japan,Yokohama,75021000,25.401,,99,HS750210 Ni≥99% 产品标准(口径#44),25.15,383974.22,15117,15269,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8709,25.401,,RC016
8709,精炼镍,2025-09-26,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HONG KONG RUI PU CO LIMITED,China,Shanghai,75021000,500.8665,,99,HS750210 Ni≥99% 产品标准(口径#44),495.86,7571348.45,15117,15269,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8710,500.8665,,B038
8710,精炼镍,2025-09-26,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"China Ordins Group Co., Ltd.",China,Huangpu,75021000,100.6852,,99,HS750210 Ni≥99% 产品标准(口径#44),99.68,1522007.83,15117,15269,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8711,100.6852,,RC039
8711,精炼镍,2025-09-26,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG LOGISTICS TAIWAN CO LTD,"Taiwan, China",Kaohsiung,75021000,375.0505,,99,HS750210 Ni≥99% 产品标准(口径#44),371.3,5669450.88,15116,15269,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8712,375.0505,,RC032
8733,硫酸镍,2025-09-28,2025-09,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,3200,,22.2,化学计量(NiSO4·6H2O 22.2%),710.4,9531072,2978,13416,NICKEL SULFATE,同日同额拆单(tradeId不同，非重复),中间品矩阵(75章+720150等),8734,3200,,NC162
8734,硫酸镍,2025-09-28,2025-09,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,3200,,22.2,化学计量(NiSO4·6H2O 22.2%),710.4,9531072,2978,13416,NICKEL SULFATE,同日同额拆单(tradeId不同，非重复),中间品矩阵(75章+720150等),8735,3200,,NC162
8740,精炼镍,2025-09-29,2025-09,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,WALSIN LIHWA CORPORATION,"Taiwan, China",Kaohsiung,75021000,19.8555,,99,HS750210 Ni≥99% 产品标准(口径#44),19.66,278155.7,14009,14151,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8741,19.8555,,B035
8754,硫酸镍,2025-09-30,2025-09,PT INDONESIA SERVICE PROVIDER,PT INDONESIA SERVICE PROVIDER,"IMIP(出口代理,Bahodopi)",Bahudopi,XIANGYU SINGAPORE PTE LTD,China,Wuhan,28332400,1925,,22.2,化学计量(NiSO4·6H2O 22.2%),427.35,6145966.75,3193,14382,NICKEL SULFATE,,中间品矩阵(75章+720150等),8755,0,跨抬头同票特征候选；参考合计仅保留IQEM行，原记录保留,B060
8755,硫酸镍,2025-09-30,2025-09,PT INDONESIA SERVICE PROVIDER,PT INDONESIA SERVICE PROVIDER,"IMIP(出口代理,Bahodopi)",Bahudopi,XIANGYU SINGAPORE PTE LTD,China,Wuhan,28332400,1000,,22.2,化学计量(NiSO4·6H2O 22.2%),222,3192710,3193,14382,NICKEL SULFATE,,中间品矩阵(75章+720150等),8756,0,跨抬头同票特征候选；参考合计仅保留IQEM行，原记录保留,B060
8756,硫酸镍,2025-09-30,2025-09,PT INDONESIA QINGMEI ENERGY MATERIALS,INDONESIA QINGMEI ENERGY MATERIALS,,Bahudopi,XIANGYU SINGAPORE PTE LTD,China,Wuhan,28332400,1000,,22.2,化学计量(NiSO4·6H2O 22.2%),222,3192710,3193,14382,NICKEL SULFATE,全历史档并集补票【#65】,中间品矩阵(75章+720150等),8757,1000,跨抬头同票特征候选；参考合计仅保留IQEM行，原记录保留,B060
8757,硫酸镍,2025-09-30,2025-09,PT INDONESIA QINGMEI ENERGY MATERIALS,INDONESIA QINGMEI ENERGY MATERIALS,,Bahudopi,XIANGYU SINGAPORE PTE LTD,China,Wuhan,28332400,1925,,22.2,化学计量(NiSO4·6H2O 22.2%),427.35,6145966.75,3193,14382,NICKEL SULFATE,全历史档并集补票【#65】,中间品矩阵(75章+720150等),8758,1925,跨抬头同票特征候选；参考合计仅保留IQEM行，原记录保留,B060
8791,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,C STEINWEG ASIA PTE LTD,Singapore,Singapore,75021000,501.4258,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),496.41,7225044.35,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8792,501.4258,,RC024
8792,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,ACCESS WORLD KAOHSIUNG LTD,"Taiwan, China",Kaohsiung,75021000,501.4072,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),496.39,7224776.34,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8793,501.4072,,RC017
8793,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Shanghai,75021000,150.2712,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),148.77,2165257.72,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8794,150.2712,,NC019
8794,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,METAAL TRANSPORT BV,Netherlands,Rotterdam,75021000,100.7456,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),99.74,1451643.35,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8795,100.7456,,RC008
8795,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD,Singapore,Singapore,75021000,726.3854,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),719.12,10466487.23,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8796,726.3854,,RC018
8796,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,ACCESS WORLD KAOHSIUNG LTD,"Taiwan, China",Kaohsiung,75021000,50.9958,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),50.49,740625.26,14523,14670,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8797,50.9958,,RC017
8797,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,KOREA NON FERROUS METALS CO,South Korea,Incheon,75021000,78.416,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),77.63,1129896.14,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8798,78.416,,RC009
8798,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,SUZUKI SANGYO KABUSHIKI GAISHA,Japan,Yokohama,75021000,39.888,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),39.49,562779.79,14109,14252,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8799,39.888,,RC016
8799,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,HANSMET CO,South Korea,Incheon,75021000,19.6172,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),19.42,282664.23,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8800,19.6172,,RC007
8800,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,ACCESS WORLD KAOHSIUNG LTD,"Taiwan, China",Kaohsiung,75021000,49.5684,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),49.07,714231.08,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8801,49.5684,,RC017
8801,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD,Singapore,Singapore,75021000,504.4502,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),499.41,7268622.93,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8802,504.4502,,RC018
8802,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,SEAH CHANGWON INTEGRATED SPECIAL STEEL CORPORATION,South Korea,Busan (ex Pusan),75021000,58.833,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),58.24,872184.52,14825,14974,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8803,58.833,,RC069
8803,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,HANSMET CO,South Korea,Incheon,75021000,19.6392,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),19.44,282981.23,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8804,19.6392,,RC007
8804,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Shanghai,75021000,149.9832,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),148.48,2161107.93,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8805,149.9832,,NC019
8805,精炼镍,2025-10-03,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,KOREA NON FERROUS METALS CO,South Korea,Incheon,75021000,39.2422,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),38.85,565440.86,14409,14555,"NICKEL CATHODES NI: 99.990%,",新品目通道历史回补【#45】,新品目通道历史回补【#45】,8806,39.2422,,RC009
8834,硫酸镍,2025-10-06,2025-10,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,1520,,22.2,化学计量(NiSO4·6H2O 22.2%),337.44,4478847,2947,13273,NICKEL SULFATE,,中间品矩阵(75章+720150等),8835,1520,,NC162
8835,硫酸镍,2025-10-06,2025-10,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,1500,,22.2,化学计量(NiSO4·6H2O 22.2%),333,4419915,2947,13273,NICKEL SULFATE,,中间品矩阵(75章+720150等),8836,1500,,NC162
8844,精炼镍,2025-10-07,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG LOGISTICS TAIWAN CO LTD,"Taiwan, China",Kaohsiung,75021000,198.4658,,99,HS750210 Ni≥99% 产品标准(口径#44),196.48,2997032.05,15101,15254,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8845,198.4658,,RC032
8866,精炼镍,2025-10-10,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD,Singapore,Singapore,75021000,101.9831,,99,HS750210 Ni≥99% 产品标准(口径#44),100.96,1519293.23,14897,15048,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8867,101.9831,,RC018
8867,精炼镍,2025-10-10,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Shanghai,75021000,300.2436,,99,HS750210 Ni≥99% 产品标准(口径#44),297.24,4472879.03,14897,15048,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8868,300.2436,,NC019
8868,精炼镍,2025-10-10,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG ASIA PTE LTD,Singapore,Singapore,75021000,102.2177,,99,HS750210 Ni≥99% 产品标准(口径#44),101.2,1522788.19,14898,15048,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8869,102.2177,,RC024
8869,精炼镍,2025-10-10,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TOYOTA TSUSHO MATERIAL INCORPORATED,Japan,Osaka,75021000,40,,99,HS750210 Ni≥99% 产品标准(口径#44),39.6,605060,15127,15279,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8870,40,,RC066
8870,精炼镍,2025-10-10,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HONGKONG KINCO INTERNATIONAL DEVELOPMENT CO LIMITED,China,Huangpu,75021000,300.4331,,99,HS750210 Ni≥99% 产品标准(口径#44),297.43,4475702.11,14898,15048,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8871,300.4331,,RC040
8893,精炼镍,2025-10-13,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HONG KONG RUI PU CO LIMITED,China,Shanghai,75021000,402.3212,,99,HS750210 Ni≥99% 产品标准(口径#44),398.3,5993580.08,14898,15048,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8894,402.3212,,B038
8894,精炼镍,2025-10-13,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TRAXYS EUROPE S A,Singapore,Singapore,75021000,300.1788,,99,HS750210 Ni≥99% 产品标准(口径#44),297.18,4471913.67,14897,15048,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8895,300.1788,,RC052
8895,精炼镍,2025-10-13,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TOYOTA TSUSHO MATERIAL INCORPORATED,Japan,Chuo-ku/Tokyo,75021000,40,,99,HS750210 Ni≥99% 产品标准(口径#44),39.6,605060,15127,15279,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8896,40,,RC066
8896,精炼镍,2025-10-13,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"China Ordins Group Co., Ltd.",China,Huangpu,75021000,100.5566,,99,HS750210 Ni≥99% 产品标准(口径#44),99.55,1520063.84,15116,15269,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8897,100.5566,,RC039
8912,精炼镍,2025-10-14,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,HONG KONG RUI PU CO LIMITED,China,Ningde,75021000,74.8694,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),74.12,1078793.18,14409,14555,NICKEL CATHODES NI: 99.990%,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8913,74.8694,,B038
8913,精炼镍,2025-10-14,2025-10,PT ETERNAL NICKEL INDUSTRY,PT ETERNAL NICKEL INDUSTRY,IWIP(Weda Bay),Weda,HONG KONG RUI PU CO LIMITED,China,Ningde,75021000,25.4836,99.99,99,HS750210 Ni≥99% 产品标准(口径#44),25.23,367193.19,14409,14555,NICKEL CATHODES NI: 99.990%,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8914,25.4836,,B038
8925,硫酸镍,2025-10-15,2025-10,PT INDONESIA SERVICE PROVIDER,PT INDONESIA SERVICE PROVIDER,"IMIP(出口代理,Bahodopi)",Bahudopi,BH MINING AND PETROLEUM PTE LTD,China,Wuhan,28332400,1875,,22.2,化学计量(NiSO4·6H2O 22.2%),416.25,6022368.75,3212,14468,NICKEL SULFATE,,中间品矩阵(75章+720150等),8926,0,跨抬头同票特征候选；参考合计仅保留IQEM行，原记录保留,RC070
8926,硫酸镍,2025-10-15,2025-10,PT INDONESIA QINGMEI ENERGY MATERIALS,INDONESIA QINGMEI ENERGY MATERIALS,,Bahudopi,BH MINING AND PETROLEUM PTE LTD,China,Wuhan,28332400,1875,,22.2,化学计量(NiSO4·6H2O 22.2%),416.25,6022368.75,3212,14468,NICKEL SULFATE,全历史档并集补票【#65】,中间品矩阵(75章+720150等),8927,1875,跨抬头同票特征候选；参考合计仅保留IQEM行，原记录保留,RC070
8927,精炼镍,2025-10-15,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"China Ordins Group Co., Ltd.",China,NINGBO,75021000,502.005,,99,HS750210 Ni≥99% 产品标准(口径#44),496.98,7556204.36,15052,15204,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8928,502.005,,RC039
8928,精炼镍,2025-10-15,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG LOGISTICS TAIWAN CO LTD,"Taiwan, China",Kaohsiung,75021000,198.6638,,99,HS750210 Ni≥99% 产品标准(口径#44),196.68,2990297.45,15052,15204,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8929,198.6638,,RC032
8929,精炼镍,2025-10-15,2025-10,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,"Nagoya, Aichi",75021000,80,,99,HS750210 Ni≥99% 产品标准(口径#44),79.2,1222484,15281,15435,NICKEL CATHODES,新品目通道历史回补【#45】,新品目通道历史回补【#45】,8930,80,,MC045
